artist,track,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,genre
Vektor,Dead by Dawn,38.0,0.53,0.984,11.0,-3.226,1,0.089,0.00411,0.0515,0.0674,0.225,95.945,375.625,4,8
Nothing,Zero Day,40.0,0.316,0.709,7.0,-4.214,0,0.0553,0.0131,0.847,0.0932,0.129,77.466,237.133,4,6
Beck,Chemical,43.0,0.546,0.445,9.0,-6.503,1,0.0268,0.0402,0.000307,0.3,0.143,75.012,258.66,4,6
Elle King,Drunk (And I Don't Wanna Go Home),76.0,0.612,0.884,5.0,-4.4,1,0.0459,0.00516,0.1773476204719195,0.0997,0.626,119.991,245.626,4,10
Sway,F UR EX,25.0,0.829,0.768,1.0,-6.256,1,0.121,0.0102,0.1773476204719195,0.0952,0.884,137.909,200.772,4,5
"Joe Lovano, Marilyn Crispell, Carmen Castaldi",Seeds Of Change,44.0,0.336,0.0452,8.0,-20.593,0,0.033,0.987,0.086,0.16,0.219,87.25,0.0052282166669999994,4,7
Billy Swan,I Can Help,49.0,0.471,0.675,5.964280528532017,-9.07,1,0.0513,0.511,0.019,0.232,0.53,125.313,0.003972216667,4,4
Dustystaytrue,Solar System,57.0,0.77,0.729,11.0,-5.004,0,0.208,0.335,0.1773476204719195,0.114,0.63,150.112,154.225,4,5
Sutej Singh,The Comeback Trail,13.0,0.358,0.793,11.0,-6.997,1,0.0384,0.00021,0.925,0.19,0.278,140.0,402.0,4,6
"Ricky Kej, Stewart Copeland, Varijashree Venugopal, Sumarani, Raveolution Strings, Manoj George, Arun Kumar, Jordan Buetov, Vanil Veigas, Devin Ekambaram",Himalayas,22.0,0.494,0.424,6.0,-10.189,1,0.0326,0.143,9.46e-06,0.1,0.176,119.981,0.003530566667,4,0
Waylon Payne,Santa Ana Winds,46.0,0.557,0.433,7.0,-9.104,1,0.0289,0.486,0.0115,0.0972,0.612,124.772,256.353,4,1
Led Zeppelin,Immigrant Song - Remaster,77.0,0.564,0.932,11.0,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146.25,4,8
Family Jools,Georgia,40.0,0.664,0.664,6.0,-7.132,1,0.0498,0.284,0.000244,0.0627,0.674,74.931,211.0,4,1
The Cramps,I Can't Hardly Stand It,49.0,0.577,0.916,4.0,-7.305,1,0.101,0.445,0.1773476204719195,0.156,0.545,94.731,163.133,4,2
Jake Owen,Barefoot Blue Jean Night,72.0,0.599,0.807,4.0,-4.679,1,0.0402,0.202,0.1773476204719195,0.196,0.812,172.017,0.00279045,4,4
Tierra Whack,Link,60.0,0.86,0.547,5.964280528532017,-10.638,1,0.0786,0.231,1.02e-06,0.146,0.467,150.074,129.505,4,5
Arctic Monkeys,Fluorescent Adolescent,76.0,0.654,0.828,1.0,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,183.893,4,10
Lou Price,Love Can Pass You By,10.0,0.525,0.51,8.0,-9.667,1,0.0289,0.465,6.21e-05,0.0988,0.575,134.934,239.733,4,6
Culture Wars,Hunger,45.58235799775177,0.612,0.761,3.0,-6.317,0,0.0481,0.0979,0.108,0.111,0.531,154.042,200.809,4,1
Wavves,Help is on the Way,48.0,0.42,0.909,2.0,-2.405,1,0.0476,0.0243,0.0603,0.315,0.396,109.971,203.141,4,10
Badfinger,No Matter What,59.0,0.529,0.743,9.0,-5.523,1,0.0481,0.177,0.1773476204719195,0.0759,0.78,116.817,180.547,4,10
Death From Above 1979,Virgins,41.0,0.334,0.957,5.964280528532017,-2.189,1,0.0737,3.94e-05,0.1773476204719195,0.212,0.418,90.071,188.28,4,1
VAAV Social Club,Now!!,21.0,0.504,0.756,6.0,-10.444,0,0.0988,0.441,0.929,0.124,0.0592,94.901,267.671,4,6
Daft Punk,Technologic,58.0,0.812,0.516,9.0,-6.963,1,0.224,0.000369,1.09e-05,0.0991,0.633,127.498,284.28,4,1
Christine and the Queens,Tilted,59.0,0.872,0.361,7.0,-9.88,1,0.0609,0.283,0.00262,0.108,0.489,100.001,233.247,4,6
Requiem,Ben Abraham,41.0,0.36,0.332,11.0,-12.87,1,0.029,0.796,0.00274,0.104,0.632,71.516,0.003645666667,4,0
Eric Church,Drink In My Hand,73.0,0.626,0.913,5.964280528532017,-4.452,1,0.0318,0.00635,0.1773476204719195,0.293,0.946,113.044,0.00318845,4,4
AC/DC,Dirty Deeds Done Dirt Cheap,73.0,0.668,0.906,11.0,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,231.933,4,10
Wu-Tang Clan,Wu-Tang Clan Ain't Nuthing ta F' Wit,66.0,0.826,0.566,10.0,-10.747,0,0.31,0.197,0.1773476204719195,0.356,0.653,99.13,216.133,4,5
AURORA,Runaway - Guitar Version,46.0,0.455,0.186,11.0,-10.869,1,0.0412,0.823,0.1773476204719195,0.102,0.19,107.1,259.8,4,9
grandson,Stick Up,58.0,0.31,0.932,11.0,-4.764,0,0.262,0.000261,3.71e-06,0.349,0.304,135.944,222.56,4,10
Superlove,btw! i adore u,37.0,0.536,0.836,5.964280528532017,-5.976,1,0.0948,0.000233,0.00177,0.402,0.576,82.526,200.909,4,1
Rich Homie Quan,To Be Worried,44.0,0.494,0.647,4.0,-8.424,0,0.375,0.019,0.1773476204719195,0.113,0.338,158.599,182.303,4,5
Boston Manor,Plasticine Dreams,47.0,0.507,0.883,5.964280528532017,-3.553,1,0.0424,0.00209,0.0737,0.0728,0.386,103.074,245.867,4,10
Lustra,Scotty Doesn't Know,71.0,0.317,0.887,5.964280528532017,-4.525,1,0.0472,0.000449,9.23e-06,0.363,0.544,174.009,175.2,4,9
Bruce Dickinson,All the Young Dudes,43.0,0.508,0.698,2.0,-8.829,1,0.0345,0.00591,0.1773476204719195,0.294,0.466,80.47,228.16,4,8
"Farhan Zameer, Kiran Waseem, Tehseen W. Chishty",Laapata (Original Soundtrack) [feat. Kiran Waseem & Tehseen W. Chishty],31.0,0.692,0.589,9.0,-9.759,0,0.0528,0.544,0.1773476204719195,0.0761,0.512,103.034,0.005126216667,4,0
Poison,Something To Believe In - Remastered,57.0,0.52,0.711,3.0,-5.009,1,0.0386,0.266,1.09e-05,0.148,0.226,133.947,328.36,4,10
Metric,Youth Without Youth,28.0,0.516,0.933,1.0,-4.541,0,0.149,9.72e-05,0.715,0.149,0.386,128.632,257.347,4,6
Thyla,Everything,36.0,0.503,0.584,7.0,-10.464,1,0.0611,0.00166,0.00683,0.101,0.321,157.028,265.0,4,1
Bush,Machinehead,58.0,0.142,0.92,9.0,-4.426,1,0.115,2.65e-05,0.00518,0.126,0.193,171.763,256.333,3,10
Totemo,Origami,21.0,0.69,0.0905,1.0,-18.256,1,0.039,0.978,0.00951,0.377,0.299,96.988,182.0,4,9
I Could've Been Your Lover Too,Rachel Baiman,45.58235799775177,0.784,0.213,11.0,-10.78,0,0.0422,0.925,3.48e-05,0.393,0.339,135.854,0.00316045,4,0
Albert Collins,Frosty (Live),27.0,0.205,0.917,2.0,-6.745,1,0.164,0.00494,0.806,0.982,0.493,164.444,350.92,4,2
U2,All I Want Is You,63.0,0.239,0.442,1.0,-11.494,1,0.0308,0.106,0.0411,0.0738,0.4,185.723,389.933,4,10
Big Jade,Dem Girlz (with Erica Banks feat. Beatking),52.0,0.928,0.749,10.0,-3.965,0,0.224,0.0425,0.1773476204719195,0.0879,0.47,142.985,189.0,4,5
joe p,Off My Mind,54.0,0.57,0.688,5.964280528532017,-7.48,1,0.032,0.308,1.96e-05,0.151,0.749,111.993,213.716,4,1
Shungudzo,There's only so much a soul can take,45.58235799775177,0.706,0.923,5.0,-3.818,0,0.0347,0.081,0.000599,0.0856,0.831,104.937,168.262,4,1
Enchanting,Freaky Deaky (feat. Coi Leray),46.0,0.802,0.759,7.0,-6.195,1,0.256,0.0147,0.1773476204719195,0.0906,0.635,93.482,163.237,4,5
Qoiet,saw BONES,34.0,0.428,0.979,1.0,-0.812,0,0.492,0.000958,0.0187,0.526,0.32,149.863,147.2,4,8
Stephen Malkmus & The Jicks,Chartjunk,29.0,0.361,0.795,3.0,-7.563,1,0.0347,0.0348,0.0858,0.114,0.556,143.445,228.667,4,6
Zakk Wylde,Sleeping Dogs,50.0,0.497,0.736,7.0,-7.096,0,0.0279,0.0835,0.000627,0.287,0.376,80.943,276.4,4,8
FRVRFRIDAY,OKAY (feat. Vory),59.0,0.731,0.41,9.0,-10.666,1,0.083,0.544,0.1773476204719195,0.11,0.457,114.104,210.779,4,5
Jacco Gardner,Clear the Air,33.0,0.601,0.861,4.0,-4.772,1,0.0332,0.00434,0.171,0.0621,0.489,119.998,219.19,4,9
Bailey Jehl,The Way She Does,15.0,0.416,0.412,11.0,-10.983,1,0.0486,0.927,2.37e-05,0.11,0.285,125.544,210.667,4,9
Ralph Castelli,Running,40.0,0.854,0.578,5.964280528532017,-8.786,0,0.053,0.143,0.346,0.0732,0.891,136.019,158.988,4,9
Machine Gun Kelly,love race (feat. Kellin Quinn),81.0,0.517,0.848,10.0,-4.054,1,0.0521,0.00581,0.1773476204719195,0.214,0.429,95.906,188.779,4,10
The Workhorse Movement,Keep the Sabbath Dream Alive,27.0,0.57,0.919,2.0,-5.684,1,0.0403,0.00194,0.00387,0.0589,0.451,104.408,255.427,4,8
dhruv,double take,85.0,0.663,0.434,8.0,-11.177,1,0.0648,0.828,0.1773476204719195,0.249,0.225,109.075,0.00286238333,4,9
Tamikrest,Mawarniha Tartit,41.0,0.661,0.693,9.0,-10.965,1,0.0396,0.609,0.799,0.136,0.944,155.125,218.076,4,2
Skid Row,Quicksand Jesus,48.0,0.248,0.805,4.0,-7.847,0,0.0463,0.000478,0.00087,0.237,0.384,126.144,324.307,4,8
Fugazi,Waiting Room,65.0,0.616,0.727,1.0,-8.176,0,0.0365,0.00401,0.86,0.157,0.54,92.259,173.267,4,6
Chris Cornell,Patience,64.0,0.597,0.646,6.0,-7.378,0,0.0344,0.28,0.1773476204719195,0.111,0.364,126.951,253.121,4,10
Hariprasad Chaurasia,Bageshri,40.0,0.519,0.41,9.0,-16.927,1,0.0606,0.847,0.48,0.148,0.327,107.28,491.52,4,6
Parachute,Without You,61.0,0.564,0.864,4.0,-5.121,1,0.0341,0.0761,0.1773476204719195,0.182,0.534,95.984,228.933,4,10
The Glow,Heavy Glow,21.0,0.377,0.746,9.0,-5.87,1,0.0376,2.55e-05,0.902,0.153,0.215,95.04,416.198,4,10
Hole,Celebrity Skin,67.0,0.438,0.905,9.0,-6.161,1,0.0419,9.44e-06,5.4e-05,0.363,0.723,134.163,162.667,4,10
John Anderson,Black Sheep,50.0,0.596,0.626,7.0,-12.945,1,0.0634,0.402,0.1773476204719195,0.0498,0.962,155.556,0.00296155,4,4
Matthew K. Heafy,Toss A Coin To Your Witcher,45.0,0.574,0.85,10.0,-4.993,0,0.0753,0.00312,5.88e-06,0.12,0.188,120.0,179.295,4,8
Gunke,Football,16.0,0.582,0.776,8.0,-9.097,1,0.0319,0.000203,0.674,0.104,0.596,120.069,242.261,4,10
Moneybagg Yo,Shottas (Lala),77.0,0.925,0.463,6.0,-9.309,0,0.454,0.0681,0.1773476204719195,0.101,0.961,133.061,122.729,4,5
Black Pumas,Colors - Acoustic,49.0,0.619,0.433,1.0,-7.47,0,0.0309,0.647,3.91e-06,0.319,0.418,171.565,323.009,4,2
Brittany Howard,13th Century Metal - Michael Kiwanuka Mix,42.0,0.55,0.602,7.0,-10.286,1,0.0467,0.689,0.92,0.0866,0.681,101.328,302.437,4,2
Chez Kane,Rocket on the Radio,32.0,0.45,0.898,9.0,-7.959,1,0.0364,6.07e-05,0.0863,0.226,0.702,143.988,330.481,4,8
OurR,Well,19.0,0.449,0.558,11.0,-5.766,0,0.0281,0.00763,0.0172,0.14,0.172,140.073,279.0,4,10
Billy F Gibbons,My Lucky Card,39.0,0.527,0.896,7.0,-4.552,1,0.0346,0.00772,0.000245,0.587,0.547,88.064,153.76,4,2
Zeal & Ardor,Tuskegee,38.0,0.431,0.931,7.0,-4.644,1,0.117,0.00215,0.278,0.102,0.0379,142.927,228.554,4,8
HarrySong,Konna,40.0,0.809,0.745,7.0,-5.34,1,0.174,0.138,0.1773476204719195,0.334,0.897,102.967,200.388,4,9
Payday,"Beam, Pt. 2 (feat. Jackboy)",50.0,0.619,0.782,6.0,-3.987,1,0.342,0.494,0.1773476204719195,0.293,0.92,85.188,120.713,4,5
Hole,Violet,61.0,0.287,0.78,7.0,-6.493,1,0.0469,0.049,3.71e-05,0.184,0.383,167.278,204.933,4,10
Donor Lens,Turn the Fridge On,35.0,0.51,0.809,7.0,-10.134,1,0.0454,0.00895,0.811,0.412,0.598,78.996,157.975,4,6
Olivera,I Can't Sleep - Acoustic Version,44.0,0.683,0.274,9.0,-9.859,1,0.0652,0.892,1.48e-06,0.175,0.535,136.169,183.165,4,9
"Mani Sharma, Amit Heri, Bombay Jayashri, Nandini Srikar, Ranjani Ramakrishnan",Jagado Dharana,17.0,0.613,0.468,2.0,-18.152,1,0.0464,0.0572,0.0321,0.0932,0.461,104.997,0.006770933333000001,4,0
Bruce Dickinson,Tears of the Dragon - 2001 Remastered Version,61.0,0.496,0.62,4.0,-7.458,0,0.0265,0.00386,1.47e-06,0.114,0.279,140.06,384.013,4,8
Amaro Freitas,Vila Bela,51.0,0.594,0.0971,2.0,-18.654,0,0.0384,0.879,0.932,0.116,0.151,139.808,0.0047361,4,7
Leprous,The Sky Is Red,41.0,0.305,0.678,9.0,-8.818,0,0.0688,0.17,0.667,0.0828,0.112,139.898,681.56,4,10
IDLES,Grounds,50.0,0.562,0.537,7.0,-6.273,0,0.073,0.00623,0.1773476204719195,0.316,0.465,100.757,188.716,4,10
The Devil Makes Three,Champagne And Reefer,56.0,0.735,0.836,2.0,-7.467,1,0.0451,0.353,0.0143,0.342,0.781,121.251,174.248,4,10
David Maxim Micic,Living Room,44.0,0.615,0.883,5.964280528532017,-4.649,0,0.027,0.172,0.881,0.105,0.801,130.021,301.034,4,8
Bad Moves,The Bones of J.R. Jones,47.0,0.547,0.835,8.0,-7.033,1,0.0372,0.0731,0.589,0.111,0.388,177.143,0.004113333333,4,0
McFly,Star Girl,60.0,0.481,0.662,3.0,-3.957,1,0.0311,0.00255,0.1773476204719195,0.0622,0.764,156.2,207.507,4,10
Marife De Triana,Encrucijada,27.0,0.48,0.388,5.964280528532017,-11.212,0,0.06,0.789,5.79e-06,0.421,0.498,112.947,257.8,4,9
Caskets,Lost in Echoes,52.0,0.442,0.937,7.0,-6.693,0,0.0723,0.00368,0.000116,0.0814,0.444,75.034,217.815,4,8
Creedence Clearwater Revival,Suzie Q,57.0,0.435,0.618,4.0,-11.391,0,0.0324,0.0601,0.00282,0.167,0.695,129.911,517.16,4,10
Jamie Miller,Here's Your Perfect,84.0,0.558,0.454,6.0,-5.335,1,0.0551,0.499,0.1773476204719195,0.146,0.424,113.12,0.00264323333,4,9
"Our Hollow, Our Home",Remember Me,45.0,0.433,0.97,7.0,-3.129,0,0.0767,0.00105,0.1773476204719195,0.363,0.249,94.999,210.841,4,10
Rhye,Black Rain,52.0,0.859,0.446,5.964280528532017,-8.817,1,0.0344,0.131,0.0094,0.149,0.705,111.989,231.267,4,6
Jayda G,Both Of Us - Edit,63.0,0.735,0.71,11.0,-10.222,1,0.0766,0.00851,0.762,0.0684,0.507,123.962,229.425,4,6
Editors,An End Has A Start,54.0,0.349,0.923,6.0,-2.432,0,0.0539,1.95e-05,0.111,0.336,0.535,149.904,225.533,4,10
Backstreet Boys,Lose It All,39.0,0.41,0.803,3.0,-4.662,1,0.0383,0.034,0.1773476204719195,0.133,0.114,140.148,0.004080883333,4,9
Tunde Jegede,Still Moment,38.0,0.309,0.0531,10.0,-28.994,0,0.0343,0.985,0.942,0.162,0.0756,147.644,0.005716666667,4,7
Kishore Kumar,Yeh Dil Na Hota Bechara,18.0,0.609,0.58,5.964280528532017,-12.191,1,0.0671,0.749,7.63e-05,0.0598,0.939,122.229,0.004468216667,4,3
Justin Bieber,Hold On,89.0,0.658,0.634,1.0,-5.797,0,0.0413,0.0106,0.1773476204719195,0.132,0.29,139.98,170.813,4,9
Ludovico Einaudi,Due tramonti,45.58235799775177,0.0995,0.0619,2.0,-22.285,1,0.046,0.969,0.856,0.111,0.0596,174.263,0.004877116667,3,7
Del The Funky Homosapien,Mistadobalina,56.0,0.85,0.797,10.0,-7.429,0,0.136,0.0964,8.38e-06,0.34,0.63,99.615,260.307,4,5
Margaret Glaspy,Emotions And Math,35.0,0.677,0.543,5.0,-6.468,1,0.0322,0.331,6.25e-06,0.107,0.652,108.572,197.267,4,6
Heathen,The Blight,34.0,0.476,0.987,2.0,-3.684,1,0.115,1.33e-06,0.00783,0.316,0.116,104.972,278.027,4,8
Zoe Wees,Control,78.0,0.599,0.465,4.0,-4.95,1,0.0314,0.643,1.57e-06,0.149,0.0678,113.82,230.88,4,9
The Bamboos,King of the Rodeo,41.0,0.789,0.867,9.0,-6.104,1,0.0551,0.00961,5.15e-05,0.474,0.864,125.868,211.347,4,9
Doja Cat,Streets,92.0,0.749,0.463,11.0,-8.433,1,0.0828,0.208,0.0371,0.337,0.19,90.028,226.987,4,9
J Dilla,Think Twice - DJ Muro's KG Mix,45.0,0.785,0.448,5.0,-10.795,0,0.0735,0.0786,0.417,0.198,0.524,102.032,231.398,4,1
Imarhan,Tahabort,43.0,0.74,0.702,5.0,-6.992,0,0.0455,0.25,0.44,0.146,0.629,121.36,210.88,4,2
Astoria Three,On a rainy night,53.0,0.463,0.126,6.0,-20.359,0,0.0307,0.965,0.796,0.112,0.065,105.389,0.0029134,4,7
Danger,AHI,43.0,0.594,0.592,11.0,-8.136,0,0.0454,0.369,0.1773476204719195,0.13,0.523,100.214,0.003422666667,4,0
Earth Dad,Good Dog,23.0,0.699,0.539,1.0,-9.335,0,0.0293,0.834,0.0985,0.0953,0.454,150.018,178.4,4,9
Marie Osmond,Paper Roses,40.0,0.359,0.504,8.0,-10.555,1,0.0349,0.272,1.52e-05,0.332,0.73,114.172,0.00264955,4,4
Enterprise Earth,Foundation of Bones,32.0,0.425,0.937,1.0,-8.555,0,0.128,8.18e-05,0.44,0.0469,0.164,104.931,204.0,3,8
The Beverly Chills,Girlfriend,23.0,0.381,0.886,2.0,-4.174,1,0.0719,2.58e-05,0.654,0.056,0.429,144.99,157.82,4,1
The Lumineers,Gloria,28.0,0.379,0.638,11.0,-10.154,1,0.0823,0.577,7.49e-05,0.701,0.325,168.535,213.213,4,9
Ghum,Saturn,37.0,0.343,0.701,10.0,-5.365,1,0.0297,0.00225,0.00516,0.115,0.416,91.601,232.485,4,6
Together to the Stars,Wither,19.0,0.464,0.965,9.0,-8.258,0,0.0823,1.11e-05,0.0602,0.485,0.074,130.012,640.25,4,8
Girls Against Boys,Super-fire,22.0,0.309,0.902,11.0,-6.707,0,0.0645,0.00327,0.219,0.214,0.479,177.235,198.067,4,10
Lonely The Brave,Trick of the Light,31.0,0.365,0.981,4.0,-2.948,0,0.0721,0.00029,0.1773476204719195,0.345,0.444,171.915,218.52,4,10
The White Stripes,Icky Thump,68.0,0.417,0.63,9.0,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,254.533,4,1
Carpe Diem,Publiphobie,19.0,0.268,0.584,5.964280528532017,-11.339,1,0.049,0.0168,0.224,0.199,0.331,97.158,594.227,3,10
Sarah Troedsson,Time Remembered,56.0,0.394,0.181,7.0,-20.645,1,0.0322,0.963,0.921,0.11,0.0536,107.234,0.0030813000000000004,4,7
The Rakes,1989,40.0,0.492,0.942,6.0,-1.574,0,0.0757,0.00302,0.112,0.0531,0.845,168.026,180.64,4,10
To Kill Achilles,There's No Right Way to Say This....,37.0,0.324,0.843,4.0,-9.096,0,0.068,0.00125,2.4e-06,0.36,0.389,190.149,173.091,3,10
Manuel Limbucca,Lolita,45.0,0.497,0.0723,5.964280528532017,-16.867,1,0.0611,0.984,0.914,0.108,0.169,97.916,0.00265365,4,7
Slightly Stoopid,Collie Man,63.0,0.61,0.706,5.964280528532017,-7.084,1,0.0483,0.183,0.000587,0.218,0.344,170.087,133.08,3,10
Hemant Kumar,Hai Apna Dil To Aawara - Sad Version,7.0,0.355,0.336,7.0,-8.889,1,0.0314,0.769,0.221,0.175,0.393,107.348,0.00401415,4,3
Gabrielle Graves,Advice,25.0,0.248,0.85,2.0,-8.998,1,0.038,5.97e-06,0.0519,0.315,0.449,130.038,258.325,4,1
"Ludwig van Beethoven, Cuarteto Casals","String Quartet No. 13 in B-Flat Major, Op. 130: IV. Alla danza tedesca. Allegro assai",22.0,0.284,0.0557,7.0,-23.209,1,0.0603,0.912,0.0967,0.169,0.204,95.281,0.003021116667,3,7
Murderdolls,White Wedding,42.0,0.435,0.916,9.0,-5.685,1,0.0786,5.3e-05,0.415,0.119,0.502,145.1,196.547,4,8
Advaita,Light,9.0,0.558,0.378,5.0,-11.554,1,0.0255,0.579,0.1773476204719195,0.101,0.247,81.938,0.005106449999999999,4,0
American Flowers,"Birds of Chicago, Allison Russell, JT Nero",37.0,0.595,0.256,4.0,-15.509,1,0.0545,0.895,5.45e-05,0.111,0.457,78.343,0.006178883333,4,0
fun.,Some Nights,71.0,0.672,0.738,5.964280528532017,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277.04,4,10
Screaming Headless Torsos,Vinnie,36.0,0.569,0.933,8.0,-5.026,1,0.0604,0.0107,0.00417,0.0144,0.818,127.476,264.933,4,10
Jamie Lawson,Wasn't Expecting That,50.0,0.591,0.415,6.0,-6.936,1,0.0437,0.424,0.000299,0.111,0.197,90.483,0.0033512,4,0
Cake,The Distance,64.0,0.463,0.749,11.0,-8.118,0,0.0891,0.00796,0.00219,0.0558,0.888,183.048,179.653,4,9
KAM-BU,Dumpling,3.0,0.416,0.877,2.0,-5.518,1,0.402,0.159,0.1773476204719195,0.335,0.594,83.724,183.013,4,5
St. Vincent,Digital Witness,42.0,0.782,0.444,5.0,-7.081,1,0.0489,0.00904,0.0101,0.0887,0.882,104.975,202.0,4,6
Rolling Blackouts Coastal Fever,Read My Mind,31.0,0.443,0.761,2.0,-5.338,1,0.043,0.0399,0.000316,0.359,0.562,123.026,263.668,4,1
Luke Wylde,God Damn,18.0,0.53,0.814,5.0,-4.981,0,0.0494,0.0541,0.1773476204719195,0.42,0.285,153.975,163.636,4,2
Iguana Death Cult,Miami Sun,20.0,0.618,0.595,8.0,-7.261,0,0.028,0.81,0.049,0.111,0.744,86.189,262.893,4,10
DUSTY LOCANE,ROLLIN N CONTROLLIN FREESTYLE,80.0,0.69,0.514,8.0,-11.81,0,0.328,0.0975,0.497,0.346,0.307,72.791,191.209,4,5
Iron Angel,Sacred Slaughter,2.0,0.279,0.963,2.0,-5.753,1,0.0747,6.96e-06,0.224,0.561,0.179,181.947,262.213,4,8
Kenny Wayne Shepherd,True Lies,50.0,0.367,0.769,9.0,-7.258,1,0.0317,0.00032,0.628,0.0631,0.7,173.186,348.04,4,2
Pulp,Common People,69.0,0.314,0.797,5.964280528532017,-9.026,1,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,351.627,4,1
The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),67.0,0.452,0.818,2.0,-8.124,1,0.0439,0.135,2.72e-05,0.052,0.755,124.474,229.36,4,6
MY BABY,Sunroof Diesel Blues,22.0,0.695,0.636,1.0,-9.238,1,0.0401,0.453,0.000557,0.0851,0.883,104.41,224.511,4,2
Lamb of God,Laid to Rest,65.0,0.366,0.956,10.0,-3.725,0,0.108,0.000293,0.00447,0.449,0.159,104.016,230.127,3,8
toe,two moons,44.0,0.339,0.464,11.0,-11.205,1,0.0283,0.789,0.733,0.086,0.473,141.019,250.253,4,10
Superego,Riders,17.0,0.498,0.653,11.0,-5.61,1,0.029,0.00871,0.0591,0.393,0.619,150.05,210.985,4,10
Baby Queen,Dover Beach,53.0,0.581,0.831,1.0,-5.484,1,0.057,0.0814,0.1773476204719195,0.078,0.665,99.913,218.053,4,9
Duran Duran,Hungry Like the Wolf - 2009 Remaster,73.0,0.691,0.812,5.964280528532017,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,220.627,4,10
Chris Cornell,Nearly Forgot My Broken Heart,59.0,0.593,0.781,5.964280528532017,-5.472,1,0.0285,0.0944,2.23e-06,0.173,0.657,119.522,234.427,4,10
Stellie,22 Pieces,32.0,0.617,0.666,7.0,-7.403,1,0.0381,0.204,0.1773476204719195,0.223,0.424,109.979,197.289,4,9
India.Arie,Strength Courage & Wisdom,53.0,0.64,0.6,7.0,-6.341,1,0.0948,0.075,7.9e-05,0.0752,0.627,175.832,297.8,4,5
In Deception,Forever // Always,36.0,0.395,0.954,5.0,-5.497,0,0.19,0.000172,0.00116,0.207,0.17,161.075,211.707,4,8
"Medeski, Martin & Wood",Shine It,49.0,0.623,0.66,10.0,-9.175,0,0.0376,0.484,0.918,0.0631,0.562,110.221,299.067,4,10
Howlin' Wolf,I Ain't Superstitious,42.0,0.593,0.864,7.0,-7.829,1,0.032,0.0607,0.00028,0.114,0.785,96.361,210.827,4,2
Phafner,Plea From The Soul,33.0,0.457,0.546,7.0,-10.836,0,0.0434,0.952,0.264,0.118,0.382,113.591,329.693,4,10
iogi,so sad,33.0,0.608,0.617,11.0,-8.017,1,0.0315,0.111,0.0102,0.159,0.595,88.027,267.837,4,6
The Vines,Get Free,62.0,0.502,0.978,7.0,-3.278,1,0.0649,0.000163,1.27e-06,0.287,0.603,138.811,126.573,4,6
Junior Wells,She's A Sweet One,50.0,0.705,0.483,1.0,-12.209,1,0.0542,0.15,0.0265,0.202,0.713,122.863,181.786,4,2
As Everything Unfolds,On the Inside,54.0,0.479,0.963,8.0,-4.564,1,0.059,0.000306,3.63e-05,0.111,0.573,131.931,191.338,4,10
Eleine,Where Your Rotting Corpse Lie (W.Y.R.C.L.),42.0,0.553,0.977,4.0,-6.422,1,0.0663,1.44e-05,0.0205,0.0853,0.18,119.98,355.88,4,8
Five Horse Johnson,Mississippi King,44.0,0.41,0.95,5.964280528532017,-4.09,1,0.0379,0.00133,0.000379,0.123,0.7,150.133,214.6,4,8
U2,Out Of Control - Remastered 2008,45.0,0.208,0.878,1.0,-8.731,1,0.13,0.000378,0.012,0.0935,0.401,155.162,254.04,4,10
The Selecter,On my Radio,48.0,0.783,0.706,7.0,-7.544,1,0.0434,0.0493,0.0617,0.158,0.96,141.021,185.199,4,1
OMNIA,Shaman of Chaos,43.0,0.552,0.536,7.0,-11.684,1,0.0302,0.211,0.883,0.114,0.207,100.039,251.107,4,8
Beartooth,Fed Up,45.58235799775177,0.366,0.969,8.0,-3.49,1,0.162,3.41e-05,0.000672,0.358,0.227,179.92,201.813,4,8
VUKOVI,SLO,43.0,0.374,0.769,8.0,-4.691,1,0.0556,0.00024,0.1773476204719195,0.248,0.37,107.024,229.393,4,10
HAIM,Now I'm In It - Bonus Track,60.0,0.717,0.707,4.0,-9.495,1,0.0628,0.384,0.000117,0.161,0.206,105.014,204.28,4,6
Tango,Rodrigo Amarante,44.0,0.566,0.646,5.0,-9.456,1,0.0308,0.646,0.581,0.168,0.572,114.844,0.003708233333,4,0
IDK,SHOOT MY SHOT,72.0,0.76,0.52,4.0,-7.639,0,0.0417,0.00394,0.1773476204719195,0.179,0.668,91.984,174.585,4,5
Van Halen,Jump - 2015 Remaster,79.0,0.572,0.835,5.964280528532017,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241.6,4,9
Leikeli47,Girl Blunt,54.0,0.856,0.665,1.0,-4.618,1,0.189,0.0128,0.00508,0.0695,0.367,93.953,205.48,4,5
Thomas Rhett,Country Again,70.0,0.467,0.481,2.0,-6.947,1,0.0255,0.227,0.000189,0.11,0.248,147.886,0.003687333333,4,4
